orden_publica,total,descripcion_anunciante,campania,rubro,nombre_o_denominacion_proveedor,medio,tipo_de_orden,periodo
2016_00131,11434.5,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Via Publica,Almural S.R.L.,CARAPANTALLAS MUNICIPALES (CPM),DTO 852-14,2016-01-01
2016_00104,11441.03,Ministerio de Salud,Legal Enero,Grafica,Editorial Diario la Capital Sa,UNO,DA 448-09,2016-01-01
2016_00573,11457.68,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Rosario Difusion S.A.,AM 680,DTO 852-14,2016-01-01
2016_00602,11608.32,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ondafe S.A.,AM 1150 LT9 BRIGADIER LOPEZ,DTO 852-14,2016-01-01
2016_00405,11620.73,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Medios del Interior S.A.,LA MANANA,DA 448-09,2016-01-01
2016_00280,11804.52,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Mediamax S.A.,FM 88.1 AMANECER,DA 448-09,2016-01-01
2016_00617,11834.25,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Independencia S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,DTO 852-14,2016-01-01
2016_00425,11849.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Borras Claudia Andrea,INFOSANTIAGO,DA 448-09,2016-01-01
2016_00298,11949.19,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editora S.A.,EL TRIBUNO,DA 448-09,2016-01-01
2016_00123,12100.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Web,El Periodico S.A.,WWW.ELPERIODICOAUSTRAL.COM,DTO 852-14,2016-01-01
2016_00207,12188.37,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Producciones y Programas S.A.,AM 990,DTO 852-14,2016-01-01
2016_00108,12213.53,Ministerio de Salud,Legal Enero,Grafica,Comunicaciones y Medios S.A.,LA MANANA DE NEUQUEN,DA 448-09,2016-01-01
2016_00211,12420.0,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Patagonia Net S.A.,FM 96.9 TRELEW NOTICIAS,DTO 852-14,2016-01-01
2016_00213,12420.0,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Comunicaciones del Sur S.A.,FM 102.5 RADIO ONE (EX TKM),DTO 852-14,2016-01-01
2016_00419,12477.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,L'Investment S.A.,EL LITORAL,DA 448-09,2016-01-01
2016_00556,12515.51,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Capayan S.A.,EL ANCASTI,DTO 852-14,2016-01-01
2016_00214,12519.36,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Bertoldi Daniel Esteban,FM 98.5 INFINITA,DTO 852-14,2016-01-01
2016_00144,12529.6,Policia Federal Argentina,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 448-09,2016-01-01
2015_02217,12741.3,Banco de la Nacion Argentina,Auspicio Termas Marinas,Via Publica,Tuyuco S.A.,ACCIONES PUBLICITARIAS - VARIAS,DA 562-10,2016-01-01
2016_00155,12847.1,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Editorial Jornada S.A.,JORNADA,DTO 852-14,2016-01-01
2016_00324,13068.75,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Borras Claudia Andrea,INFOSANTIAGO,DA 448-09,2016-01-01
2016_00592,13233.72,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Amacom Media S.R.L.,EL COMERCIAL,DA 448-09,2016-01-01
2016_00073,13324.03,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Producciones y Programas S.A.,AM 990,DTO 852-14,2016-01-01
2016_00250,13404.4,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Grieco Dario Francisco,FM 106.1 ENTERPRISE,DA 448-09,2016-01-01
2016_00528,13416.48,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Gomez Jorge Felix,FM 95.3 CAPITAL,DA 448-09,2016-01-01
2016_00080,13440.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Fernandez Daniel Aldo,FM 91.3 LA RED,DTO 852-14,2016-01-01
2016_00282,13603.3,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Map Leading S.R.L.,FM 94.7 DEL PLATA,DA 448-09,2016-01-01
2016_00302,14074.39,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Independiente Copegraf Ltda,EL INDEPENDIENTE,DA 448-09,2016-01-01
2016_00557,14102.28,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Fundamento S.A.,PUNTAL,DTO 852-14,2016-01-01
2016_00216,14126.51,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Praxis S.R.L.,FM 99.5 Blue,DA 448-09,2016-01-01
2016_00158,14183.25,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Contenidos S.A.,EL ZONDA,DTO 852-14,2016-01-01
2015_04335,14254.5,Banco de la Nacion Argentina,Auspicio Revista Corsa,Via Publica,Asroc S.A.,REVISTA CORSA,DA 562-10,2016-01-01
2016_00262,14334.06,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Diaz Oscar Eduardo,FM 95.9 PATAGONIA,DA 448-09,2016-01-01
2016_00226,14388.11,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,AM 710 / FM 93.9 - LRA 17 NACIONAL ZAPALA,DA 448-09,2016-01-01
2016_00229,14388.11,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,AM 1440 LRA 53,DA 448-09,2016-01-01
2016_00253,14388.11,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,AM 1160 / FM 92.5 - LRA 57 RADIO NACIONAL EL BOLSON,DA 448-09,2016-01-01
2016_00397,14402.46,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Chaco S.A.,NORTE,DA 448-09,2016-01-01
2016_00426,14488.27,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Diario la Capital Sa,UNO,DA 448-09,2016-01-01
2016_00568,14704.88,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Srt Serv R y Tv Univ N Cdba Sa,AM 580 RADIO UNIVERSIDAD,DTO 852-14,2016-01-01
2016_00623,14799.29,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 562-10,2016-01-01
2016_00173,15195.47,Ministerio de Desarrollo Social,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-01-01
2016_00594,15214.49,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Gampp S.A.,FORMOSA EXPRES,DA 448-09,2016-01-01
2016_00246,15350.2,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Rm Group Publishing S.A.,FM 91.3 RADIUM,DA 448-09,2016-01-01
2016_00301,15542.28,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Diario Pregon S.R.L.,EL PREGON,DA 448-09,2016-01-01
2016_00566,15773.09,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Puntal S.R.L.,AM 1010 LV16 RADIO RIO CUARTO,DTO 852-14,2016-01-01
2016_00157,15792.15,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,El Diario S.R.L.,EL DIARIO,DTO 852-14,2016-01-01
2016_00381,15853.13,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Medios del Interior S.A.,LA MANANA,DA 448-09,2016-01-01
2016_00353,15937.1,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Diario la Capital Sa,UNO,DA 448-09,2016-01-01
2016_00429,15996.15,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Heraldo S.R.L.,EL HERALDO,DA 448-09,2016-01-01
2016_00589,16094.99,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-01-01
2016_00249,16323.96,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Map Leading S.R.L.,FM 104.5 DEL PLATA SATELITAL,DA 448-09,2016-01-01
2016_00218,16610.42,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Unomedios S.A.,AM 990 - RADIO CALINGASTA,DA 448-09,2016-01-01
2016_00401,16760.67,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial los Alamos S.A.,EL CIUDADANO Y LA GENTE,DA 448-09,2016-01-01
2016_00259,16863.6,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,R.T.R.N. Se W92 Canal 10,FM 102.9 LU 19 COMAHUE,DA 448-09,2016-01-01
2016_00169,17036.8,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Qm Noticias S.A.,QM NOTICIAS,DTO 852-14,2016-01-01
2016_00285,17577.06,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Mediamax S.A.,FM 96.5 VALE,DA 448-09,2016-01-01
2016_00314,17600.65,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Panorama Publicidad S.A.,EL TERRITORIO,DA 448-09,2016-01-01
2016_00223,17673.2,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Sanz Claudio Marcelo,FM 107.9 LASER,DA 448-09,2016-01-01
2016_00534,17794.12,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Gutnisky Samuel,FM 107.1 RADIO LA RED CORRIENTES,DA 448-09,2016-01-01
2016_00518,17814.67,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Meza Carlos Hector,FM 101.7 La Voz,DA 448-09,2016-01-01
2016_00370,17878.05,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial los Alamos S.A.,EL CIUDADANO Y LA GENTE,DA 448-09,2016-01-01
2016_00416,17923.79,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editora S.A.,EL TRIBUNO,DA 448-09,2016-01-01
2016_00315,17940.78,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Primera Edicion S.A.,PRIMERA EDICION,DA 448-09,2016-01-01
2016_00608,17970.57,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 562-10,2016-01-01
2016_00206,17971.2,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Barovero Nelvio Bartolo,FM 101.3 RED PANORAMA,DTO 852-14,2016-01-01
2015_22712,18000.0,Banco de la Nacion Argentina,Auspicio Maximiliano Estevez - B.N.A.,Via Publica,Estevez Maximiliano,AUSPICIO DE EVENTO Y/O ENTIDAD,DA 562-10,2016-01-01
2016_00252,18312.14,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,AM 590 LRA 30,DA 448-09,2016-01-01
2016_00217,18312.14,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,LRA23,DA 448-09,2016-01-01
2016_00501,18358.17,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Maxima Comunicaciones Srl,FM 94.5 Máxima,DA 448-09,2016-01-01
2016_00600,18394.27,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-01-01
2016_00546,18414.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Flores Cesar Augusto,FM 107.9 GENESIS,DA 448-09,2016-01-01
2016_00309,18450.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Talleres el Tunel S.A.,EL LIBERTADOR,DA 448-09,2016-01-01
2016_00327,18495.31,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Medios del Interior S.A.,LA MANANA,DA 448-09,2016-01-01
2016_00611,18659.88,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Rad. Univ. Nac. del Litoral Sa,AM 1020 LT10 UNIVERSIDAD,DTO 852-14,2016-01-01
2016_00212,19002.6,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Chubutnet S.A.,AM 540 LU17 GOLFO NUEVO,DTO 852-14,2016-01-01
2016_00598,19027.66,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 562-10,2016-01-01
2016_00584,19027.66,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 562-10,2016-01-01
2016_00464,19027.66,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 562-10,2016-01-01
2016_00184,19027.66,Direccion Nacional de Vialidad,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 448-09,2016-01-01
2016_00179,19027.66,Administracion General de Puertos Sociedad del Estado,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 562-10,2016-01-01
2016_00239,19096.95,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,AM 790 LV 19 RADIO MALARGUE,DA 448-09,2016-01-01
2016_00153,19213.15,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Impresora Chubutense S.A.,EL CHUBUT,DTO 852-14,2016-01-01
2016_00059,19213.15,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Impresora Chubutense S.A.,EL CHUBUT,DTO 852-14,2016-01-01
2016_00061,19270.66,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Editorial Jornada S.A.,JORNADA,DTO 852-14,2016-01-01
2016_00281,19358.55,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Empresa Periodist. Grafis Srl,FM 105.5 DEL LAGO,DA 448-09,2016-01-01
2016_00084,19360.0,Banco de la Nacion Argentina,Participacion Institucional en la Guia Logistica y de Comercio Exterior / Edición 2016 - Bna,Grafica,Mercosoft Consultores Sa,GUIA LOGISTICA Y DE COMERCIO EXTERIOR,DA 562-10,2016-01-01
2016_00242,19393.14,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Nexo S.A.,FM 102.1 ANDES LATINA,DA 448-09,2016-01-01
2016_00117,19712.64,Ministerio de Salud,Legal Enero,Grafica,La Gaceta S.A.,LA GACETA,DTO 852-14,2016-01-01
2016_00554,19877.57,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Cantos Jose Maria Hijo,NUEVO DIARIO,DTO 852-14,2016-01-01
2016_00564,19938.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Independencia S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,DTO 852-14,2016-01-01
2016_00496,20100.96,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Fm Contacto S.R.L.,RADIO CANAL,DA 448-09,2016-01-01
2016_00064,20190.7,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Contenidos S.A.,EL ZONDA,DTO 852-14,2016-01-01
2016_00063,20304.2,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,El Diario S.R.L.,EL DIARIO,DTO 852-14,2016-01-01
2016_00094,20364.3,Ministerio de Salud,Legal Enero,Grafica,Editorial Diario la Capital Sa,UNO,DA 448-09,2016-01-01
2016_00319,20517.73,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial la Manana S.A.,LA MANANA,DA 448-09,2016-01-01
2016_00586,20693.56,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-01-01
2016_00461,20693.56,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-01-01
2016_00334,20693.56,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-01-01
2016_00336,20693.56,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-01-01
2016_00322,20693.56,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-01-01
2016_00234,20813.06,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Voces S.A.,FM 95.7,DA 448-09,2016-01-01
2016_00637,21007.11,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Cable,J.G. Representaciones S.A.,CANAL 6,DA 448-09,2016-01-01
2016_00337,21141.85,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 562-10,2016-01-01
2016_00227,21189.76,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Empresa Periodist. Grafis Srl,FM 93.3  Sur Stéreo,DA 448-09,2016-01-01
2016_00220,21556.0,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Map Leading S.R.L.,AM 1120 - LV 5 SARMIENTO,DA 448-09,2016-01-01
2016_00188,21659.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Cielo S.A.,CANAL 2,DTO 852-14,2016-01-01
2016_00719,21749.75,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ls4 Radio Continental S.A.,40 PRINCIPALES,DA 448-09,2016-01-01
2016_00143,21766.39,Policia Federal Argentina,Legal Enero,Grafica,Bae Negocios S.A.,BAE,DA 448-09,2016-01-01
2016_02054,21780.0,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Ludacar S.R.L.,TELECOTEL NUESTRA REVISTA,DTO 852-14,2016-01-01
2016_00120,22264.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Web,Vi-Da Producciones S.A.,WWW.MUNDOTKM.COM,DTO 852-14,2016-01-01
2016_00069,22393.32,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Puntal S.R.L.,AM 1010 LV16 RADIO RIO CUARTO,DTO 852-14,2016-01-01
2016_00088,22507.52,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Editorial Fundamento S.A.,PUNTAL,DTO 852-14,2016-01-01
2016_00284,22765.86,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Mazzoni Norma Raquel,FM DEL BOSQUE,DA 448-09,2016-01-01
2016_00366,22873.18,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Diario la Capital Sa,UNO,DA 448-09,2016-01-01
2016_00377,22942.45,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editora S.A.,EL TRIBUNO,DA 448-09,2016-01-01
2016_00023,22992.84,Banco Central de la Republica Argentina,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 448-09,2016-01-01
2016_00110,23128.09,Ministerio de Salud,Legal Enero,Grafica,Payne S.A.,EL DIARIO DE LA REPUBLICA,DA 448-09,2016-01-01
2016_00527,23667.6,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Gomez Jorge Felix,AM 900 LT7 RADIO PROVINCIA,DA 448-09,2016-01-01
2016_00492,23760.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Villa Maria Srl,AM 930  LV28 RADIO VILLA MARIA,DA 448-09,2016-01-01
2016_00380,24227.13,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Liberal Sociedad Anonima,EL LIBERAL,DA 448-09,2016-01-01
2016_00653,24478.31,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Television Federal S.A.,CANAL 8 CORDOBA,DA 448-09,2016-01-01
2016_00447,24846.62,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radiointegracion S.A.,AM 600 LU5,DA 448-09,2016-01-01
2016_00310,24953.99,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,L'Investment S.A.,EL LITORAL,DA 448-09,2016-01-01
2016_00572,24975.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ondafe S.A.,AM 1150 LT9 BRIGADIER LOPEZ,DTO 852-14,2016-01-01
2016_00544,24992.55,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,G y B S.R.L.,RADIO LIBERTAD,DA 448-09,2016-01-01
2016_00520,24992.55,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Soto Ramon Hugo,FM 103.7 NUEVA PROVINCIA,DA 448-09,2016-01-01
2016_00683,25092.2,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial la Capital S.A.,LA PRENSA,DA 448-09,2016-01-01
2016_00137,25370.22,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 562-10,2016-01-01
2016_00462,25436.86,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 562-10,2016-01-01
2016_00335,25436.86,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 562-10,2016-01-01
2016_00151,25729.7,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,La Reforma S.R.L.,LA REFORMA,DTO 852-14,2016-01-01
2016_00185,25866.95,Direccion Nacional de Vialidad,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 448-09,2016-01-01
2016_00696,25912.04,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Nrg S.A.,FM 101.1 LATINA,DTO 852-14,2016-01-01
2016_00421,25935.98,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Liberal Sociedad Anonima,EL LIBERAL,DA 448-09,2016-01-01
2016_00086,26032.25,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,La Arena S.A.,LA ARENA,DTO 852-14,2016-01-01
2016_00068,26268.95,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Diario la Verdad Arz.Mer-Lujan,LA VERDAD,DTO 852-14,2016-01-01
2016_00254,26462.88,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Rtv Producciones S.R.L.,FM 89.1 BARILOCHE,DA 448-09,2016-01-01
2016_00502,26730.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Marzolini Juan Carlos,AM 1550 LT 40 LA VOZ DE LA PAZ,DA 448-09,2016-01-01
2016_00082,26880.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Comunicaciones del Sur S.A.,FM 102.5 RADIO ONE (EX TKM),DTO 852-14,2016-01-01
2016_00114,26926.13,Ministerio de Salud,Legal Enero,Grafica,Editorial Rio Negro S.A.,RIO NEGRO,DTO 852-14,2016-01-01
2016_00495,27264.6,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Cieres Alfredo,RADIO SIERRAS,DA 448-09,2016-01-01
2016_00291,27341.57,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Capayan S.A.,EL ANCASTI,DTO 852-14,2016-01-01
2016_00140,27591.41,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Enero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-01-01
