ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,no_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo
2016_19116,1554.00,1880.34,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 103.7 - EXCLUSIVA,Santiago del Estero,DA 448-09,oct-16
2016_19115,1490.26,1803.21,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM PANORAMA,Santiago del Estero,DA 448-09,oct-16
2016_19107,1722.00,2083.62,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 103.7 - EXCLUSIVA,Santiago del Estero,DA 448-09,oct-16
2016_19108,1651.37,1998.16,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM PANORAMA,Santiago del Estero,DA 448-09,oct-16
2016_16698,5700.00,6897.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11150,GOMEZ JORGE FELIX,AM 900 LT7 RADIO PROVINCIA,Corrientes,DA 562-10,oct-16
2016_18915,988,1195.48,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14781,MAP LEADING S.R.L.,FM CRISTAL CLASSIC 101.3,Santa Fe,DA 448-09,oct-16
2016_18916,2660.39,3219.07,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12097,FRECUENCIA PROD.PUBLICIT. S.A.,FM MITRE 96.5,Santa Fe,DA 448-09,oct-16
2016_18917,2926.00,3540.46,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13223,BONITA S.R.L.,FM 97.3 RADIO BOING,Santa Fe,DA 448-09,oct-16
2016_18918,2926.00,3540.46,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15791,AYL S.R.L.,FM 100.7,Santa Fe,DA 448-09,oct-16
2016_18919,1311.00,1586.31,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14781,MAP LEADING S.R.L.,FM CRISTAL 107.9,Santa Fe,DA 448-09,oct-16
2016_18920,870.94,870.94,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12330,SUCESION DE LONG HILMAR H,AM 1460 LT 29 RADIO VENADO TUERTO,Santa Fe,DA 448-09,oct-16
2016_18921,3496.00,3496.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15855,DIAZ DE LEZANA EDMUNDO LUIS,FM 88.7 RADIO FAHRENHEIT,Santa Fe,DA 448-09,oct-16
2016_18922,668.61,668.61,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17612,MARTINELLI DANIEL RAUL,FM 91.9 RADIO NOTICIAS,Santa Fe,DA 448-09,oct-16
2016_18923,1744.20,2110.48,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11145,VOCES S.A.,FM 99.5 ESTACION DEL SIGLO,Santa Fe,DA 448-09,oct-16
2016_18924,3192.00,3862.32,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11396,TELEVISION LITORAL S.A.,FM 97.9 VIDA,Santa Fe,DA 448-09,oct-16
2016_18925,2052.00,2052.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12096,FUNDACION SAN JOSE,RADIO AMANECER,Santa Fe,DA 448-09,oct-16
2016_18926,1466.04,1466.04,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18096,FUNDACION RAFAELA XXI,AM 1470 LT 28 RADIO RAFAELA,Santa Fe,DA 448-09,oct-16
2016_18927,1659.84,1659.84,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16712,GRUPO DIEZ S.R.L.,FM RADIO 10,Santa Fe,DA 448-09,oct-16
2016_18928,1308.15,1582.86,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15593,CARLOS SUAREZ.COM S.R.L.,FM RADIO ADN 97.9,Santa Fe,DA 448-09,oct-16
2016_16892,3600.00,4356.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,AM 1050 LV 27 RADIO SAN FRANCISC,Cordoba,DA 448-09,oct-16
2016_16891,2880.00,3484.80,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18589,LLAVE S.A.,FM NEXO,Cordoba,DA 448-09,oct-16
2016_18934,962,1164.02,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14781,MAP LEADING S.R.L.,FM CRISTAL CLASSIC 101.3,Santa Fe,DA 448-09,oct-16
2016_18935,2590.38,3134.36,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12097,FRECUENCIA PROD.PUBLICIT. S.A.,FM MITRE 96.5,Santa Fe,DA 448-09,oct-16
2016_18936,2849.00,3447.29,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13223,BONITA S.R.L.,FM 97.3 RADIO BOING,Santa Fe,DA 448-09,oct-16
2016_18938,1276.50,1544.57,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14781,MAP LEADING S.R.L.,FM CRISTAL 107.9,Santa Fe,DA 448-09,oct-16
2016_18939,848.02,848.02,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12330,SUCESION DE LONG HILMAR H,AM 1460 LT 29 RADIO VENADO TUERTO,Santa Fe,DA 448-09,oct-16
2016_18940,3404.00,3404.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15855,DIAZ DE LEZANA EDMUNDO LUIS,FM 88.7 RADIO FAHRENHEIT,Santa Fe,DA 448-09,oct-16
2016_18941,651.02,651.02,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17612,MARTINELLI DANIEL RAUL,FM 91.9 RADIO NOTICIAS,Santa Fe,DA 448-09,oct-16
2016_18942,1698.30,2054.94,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11145,VOCES S.A.,FM 99.5 ESTACION DEL SIGLO,Santa Fe,DA 448-09,oct-16
2016_18943,3108.00,3760.68,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11396,TELEVISION LITORAL S.A.,FM 97.9 VIDA,Santa Fe,DA 448-09,oct-16
2016_18944,1998.00,1998.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12096,FUNDACION SAN JOSE,RADIO AMANECER,Santa Fe,DA 448-09,oct-16
2016_18945,1427.46,1427.46,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18096,FUNDACION RAFAELA XXI,AM 1470 LT 28 RADIO RAFAELA,Santa Fe,DA 448-09,oct-16
2016_18946,1616.16,1616.16,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16712,GRUPO DIEZ S.R.L.,FM RADIO 10,Santa Fe,DA 448-09,oct-16
2016_18947,1273.73,1541.21,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15593,CARLOS SUAREZ.COM S.R.L.,FM RADIO ADN 97.9,Santa Fe,DA 448-09,oct-16
2016_16890,4080.00,4936.80,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18083,MEZZA LUIS GUILLERMO,FM 101.7 GAMBA RIO IV,Cordoba,DA 448-09,oct-16
2016_16889,6732.00,8145.72,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15353,RADIODIFUSORA DEL PLATA S.A.,FM 95.1 RADIO PULXO,Cordoba,DA 448-09,oct-16
2016_16888,10661.21,12900.06,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,AM 810 RADIO MITRE,Cordoba,DA 448-09,oct-16
2016_16887,3960.00,4791.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,LV 26 AM 1430,Cordoba,DA 448-09,oct-16
2016_16827,2325.60,2325.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14803,SANCHEZ GLADYS ALICIA,FM 104.7,Chaco,DA 448-09,oct-16
2016_18980,1066.00,1289.86,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14781,MAP LEADING S.R.L.,FM CRISTAL CLASSIC 101.3,Santa Fe,DA 448-09,oct-16
2016_18981,2870.42,3473.21,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12097,FRECUENCIA PROD.PUBLICIT. S.A.,FM MITRE 96.5,Santa Fe,DA 448-09,oct-16
2016_18982,3157.00,3819.97,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13223,BONITA S.R.L.,FM 97.3 RADIO BOING,Santa Fe,DA 448-09,oct-16
2016_18984,1414.50,1711.55,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14781,MAP LEADING S.R.L.,FM CRISTAL 107.9,Santa Fe,DA 448-09,oct-16
2016_18985,939.7,939.7,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12330,SUCESION DE LONG HILMAR H,AM 1460 LT 29 RADIO VENADO TUERTO,Santa Fe,DA 448-09,oct-16
2016_18986,3772.00,3772.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15855,DIAZ DE LEZANA EDMUNDO LUIS,FM 88.7 RADIO FAHRENHEIT,Santa Fe,DA 448-09,oct-16
2016_18987,721.4,721.4,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17612,MARTINELLI DANIEL RAUL,FM 91.9 RADIO NOTICIAS,Santa Fe,DA 448-09,oct-16
2016_18988,1881.90,2277.10,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11145,VOCES S.A.,FM 99.5 ESTACION DEL SIGLO,Santa Fe,DA 448-09,oct-16
2016_18989,3444.00,4167.24,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11396,TELEVISION LITORAL S.A.,FM 97.9 VIDA,Santa Fe,DA 448-09,oct-16
2016_18990,2214.00,2214.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12096,FUNDACION SAN JOSE,RADIO AMANECER,Santa Fe,DA 448-09,oct-16
2016_18991,1581.78,1581.78,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18096,FUNDACION RAFAELA XXI,AM 1470 LT 28 RADIO RAFAELA,Santa Fe,DA 448-09,oct-16
2016_18992,1790.88,1790.88,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16712,GRUPO DIEZ S.R.L.,FM RADIO 10,Santa Fe,DA 448-09,oct-16
2016_18993,1411.43,1707.83,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15593,CARLOS SUAREZ.COM S.R.L.,FM RADIO ADN 97.9,Santa Fe,DA 448-09,oct-16
2016_16826,2244.00,2244.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12079,RADIODIFUSORA CHARATA S.A.,AM 800 LT43RADIO MOCOVI,Chaco,DA 448-09,oct-16
2016_16825,2019.60,2019.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16168,G Y B S.R.L.,RADIO LIBERTAD,Chaco,DA 448-09,oct-16
2016_16824,1736.00,1736.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17211,FLORES CESAR AUGUSTO,FM 107.9 GENESIS,Chaco,DA 448-09,oct-16
2016_16694,2897.92,3202.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13166,DIARIO LA UNION S.A.,FM 91.3 RADIO UNION,Catamarca,DA 448-09,oct-16
2016_18933,1648.27,1994.41,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16996,CEREBRO S.R.L.,FM 98.5 Popular,San Luis,DA 448-09,oct-16
2016_18930,1824.00,2207.04,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13902,MEDIAMAX S.A.,FM DEL PLATA SATELITAL 93.7,San Luis,DA 448-09,oct-16
2016_18931,684,684,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17957,GRUPO CIUDAD S.R.L.,FM 98.9 CIUDAD,San Luis,DA 448-09,oct-16
2016_18932,981.54,1187.66,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,FM AFTER 90.7,San Luis,DA 448-09,oct-16
2016_16693,3010.22,3010.22,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11102,EDITORIAL CAPAYAN S.A.,FM 98.5 ANCASTI,Catamarca,DA 448-09,oct-16
2016_18955,1604.89,1941.92,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16996,CEREBRO S.R.L.,FM 98.5 Popular,San Luis,DA 448-09,oct-16
2016_18956,1776.00,2148.96,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13902,MEDIAMAX S.A.,FM DEL PLATA SATELITAL 93.7,San Luis,DA 448-09,oct-16
2016_18957,666,666,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17957,GRUPO CIUDAD S.R.L.,FM 98.9 CIUDAD,San Luis,DA 448-09,oct-16
2016_18958,955.71,1156.41,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,FM AFTER 90.7,San Luis,DA 448-09,oct-16
2016_18949,1712.28,2071.86,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13671,ANDINA S.A.,FM 98.9 MEGA SAN JUAN,San Juan,DA 448-09,oct-16
2016_18950,387.6,387.6,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16851,FM ESTELAR S.A.,FM ESTELAR,San Juan,DA 448-09,oct-16
2016_18951,1824.00,2207.04,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,ANTENA 1,San Juan,DA 448-09,oct-16
2016_18952,933.66,1129.73,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13671,ANDINA S.A.,FM 101.1 RADIO DEL SUR,San Juan,DA 448-09,oct-16
2016_18953,1020.30,1234.56,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13902,MEDIAMAX S.A.,FM 100.5 LA VOZ,San Juan,DA 448-09,oct-16
2016_18954,1744.20,2110.48,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 97.3 LIGHT,San Juan,DA 448-09,oct-16
2016_18994,1059.03,1281.43,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,FM AFTER 90.7,San Luis,DA 448-09,oct-16
2016_18995,1778.40,2151.86,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16996,CEREBRO S.R.L.,FM 98.5 Popular,San Luis,DA 448-09,oct-16
2016_18996,1968.00,2381.28,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13902,MEDIAMAX S.A.,FM DEL PLATA SATELITAL 93.7,San Luis,DA 448-09,oct-16
2016_16692,6120.00,6120.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14944,GOMEZ RAMON RICARDO,FM 104.1 VALLE VIEJO,Catamarca,DA 448-09,oct-16
2016_18959,1667.22,2017.34,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13671,ANDINA S.A.,FM 98.9 MEGA SAN JUAN,San Juan,DA 448-09,oct-16
2016_18960,377.4,377.4,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16851,FM ESTELAR S.A.,FM ESTELAR,San Juan,DA 448-09,oct-16
2016_18961,1776.00,2148.96,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,ANTENA 1,San Juan,DA 448-09,oct-16
2016_18962,909.09,1100.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13671,ANDINA S.A.,FM 101.1 RADIO DEL SUR,San Juan,DA 448-09,oct-16
2016_18963,993.45,1202.07,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13902,MEDIAMAX S.A.,FM 100.5 LA VOZ,San Juan,DA 448-09,oct-16
2016_18964,1698.30,2054.94,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 97.3 LIGHT,San Juan,DA 448-09,oct-16
2016_18901,3325.00,4023.25,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM PROFESIONAL,Salta,DA 448-09,oct-16
2016_18902,3876.00,3876.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18560,SATURNO S.R.L.,FM ARIES 91.1,Salta,DA 448-09,oct-16
2016_18971,1968.00,2381.28,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,ANTENA 1,San Juan,DA 448-09,oct-16
2016_18972,1007.37,1218.92,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13671,ANDINA S.A.,FM 101.1 RADIO DEL SUR,San Juan,DA 448-09,oct-16
2016_18973,1100.85,1332.03,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13902,MEDIAMAX S.A.,FM 100.5 LA VOZ,San Juan,DA 448-09,oct-16
2016_18974,1881.90,2277.10,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 97.3 LIGHT,San Juan,DA 448-09,oct-16
2016_18975,1847.46,2235.43,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13671,ANDINA S.A.,FM 98.9 MEGA SAN JUAN,San Juan,DA 448-09,oct-16
2016_18976,418.2,418.2,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16851,FM ESTELAR S.A.,FM ESTELAR,San Juan,DA 448-09,oct-16
2016_18903,3237.50,3917.38,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM PROFESIONAL,Salta,DA 448-09,oct-16
2016_18904,3774.00,3774.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18560,SATURNO S.R.L.,FM ARIES 91.1,Salta,DA 448-09,oct-16
2016_18977,1317.33,1317.33,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15223,TORRES RICARDO IGNACIO,FM 101.1 Integración,Misiones,DA 448-09,oct-16
2016_18978,2164.80,2619.41,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11683,MULTIMEDIOS SAPEM,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,DA 448-09,oct-16
2016_18979,1107.00,1107.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15223,TORRES RICARDO IGNACIO,FM GENESIS,Misiones,DA 448-09,oct-16
2016_18998,3587.50,4340.88,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM PROFESIONAL,Salta,DA 448-09,oct-16
2016_18999,4182.00,4182.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18560,SATURNO S.R.L.,FM ARIES 91.1,Salta,DA 448-09,oct-16
2016_18889,3136.50,3795.17,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11294,RADIO DE CUYO S.A.,AM 720 LV 10,Mendoza,DA 448-09,oct-16
2016_18890,3210.52,3884.73,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15672,UNOMEDIOS S.A.,AM 680 LV6 RADIO NIHUIL,Mendoza,DA 448-09,oct-16
2016_18891,1353.00,1637.13,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM MITRE 89.7 SAN RAFAEL,Mendoza,DA 448-09,oct-16
2016_18892,3690.00,3690.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18317,INVERSORA CORPORATIVA S.A.,FM 102.7 LA COOPE,Mendoza,DA 448-09,oct-16
2016_18893,3914.35,4736.36,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11294,RADIO DE CUYO S.A.,FM 100.9,Mendoza,DA 448-09,oct-16
2016_18894,3075.00,3720.75,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11814,VOCACION S.R.L.,FM 95.5 METRO,Mendoza,DA 448-09,oct-16
2016_18895,1722.00,2083.62,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 620 / FM 97.3 - LV 4 RADIO SAN RAFAEL,Mendoza,DA 448-09,oct-16
2016_19086,1220.94,1220.94,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15223,TORRES RICARDO IGNACIO,FM 101.1 Integración,Misiones,DA 448-09,oct-16
2016_19084,2006.40,2427.74,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11683,MULTIMEDIOS SAPEM,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,DA 448-09,oct-16
2016_19085,1026.00,1026.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15223,TORRES RICARDO IGNACIO,FM GENESIS,Misiones,DA 448-09,oct-16
2016_19061,1188.81,1188.81,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15223,TORRES RICARDO IGNACIO,FM 101.1 Integración,Misiones,DA 448-09,oct-16
2016_19062,1953.60,2363.86,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11683,MULTIMEDIOS SAPEM,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,DA 448-09,oct-16
2016_19063,999,999,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15223,TORRES RICARDO IGNACIO,FM GENESIS,Misiones,DA 448-09,oct-16
2016_19077,2907.00,3517.47,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11294,RADIO DE CUYO S.A.,AM 720 LV 10,Mendoza,DA 448-09,oct-16
2016_19078,2975.61,3600.49,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15672,UNOMEDIOS S.A.,AM 680 LV6 RADIO NIHUIL,Mendoza,DA 448-09,oct-16
2016_19079,1254.00,1517.34,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM MITRE 89.7 SAN RAFAEL,Mendoza,DA 448-09,oct-16
2016_19080,3420.00,3420.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18317,INVERSORA CORPORATIVA S.A.,FM 102.7 LA COOPE,Mendoza,DA 448-09,oct-16
2016_19081,3627.94,4389.81,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11294,RADIO DE CUYO S.A.,FM 100.9,Mendoza,DA 448-09,oct-16
2016_19082,2850.00,3448.50,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11814,VOCACION S.R.L.,FM 95.5 METRO,Mendoza,DA 448-09,oct-16
2016_19083,1596.00,1931.16,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 620 / FM 97.3 - LV 4 RADIO SAN RAFAEL,Mendoza,DA 448-09,oct-16
2016_18905,1029.08,1029.08,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17744,PIVETTA PABLO ANDRES,FM 88.1 RADIO LA RED,La Rioja,DA 448-09,oct-16
2016_18906,397.86,481.41,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,FM 105.1,La Rioja,DA 448-09,oct-16
2016_18907,1140.00,1379.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16252,GRUPO MC MEDIOS S.A.,FM 103.9 ARGENTINA,La Rioja,DA 448-09,oct-16
2016_19064,2830.50,3424.91,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11294,RADIO DE CUYO S.A.,AM 720 LV 10,Mendoza,DA 448-09,oct-16
2016_19065,2897.30,3505.73,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15672,UNOMEDIOS S.A.,AM 680 LV6 RADIO NIHUIL,Mendoza,DA 448-09,oct-16
2016_19066,1221.00,1477.41,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM MITRE 89.7 SAN RAFAEL,Mendoza,DA 448-09,oct-16
2016_19067,3330.00,3330.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18317,INVERSORA CORPORATIVA S.A.,FM 102.7 LA COOPE,Mendoza,DA 448-09,oct-16
2016_19068,3532.46,4274.28,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11294,RADIO DE CUYO S.A.,FM 100.9,Mendoza,DA 448-09,oct-16
2016_19069,2775.00,3357.75,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11814,VOCACION S.R.L.,FM 95.5 METRO,Mendoza,DA 448-09,oct-16
2016_19070,1554.00,1880.34,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 620 / FM 97.3 - LV 4 RADIO SAN RAFAEL,Mendoza,DA 448-09,oct-16
2016_18908,1002.00,1002.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17744,PIVETTA PABLO ANDRES,FM 88.1 RADIO LA RED,La Rioja,DA 448-09,oct-16
2016_18909,387.39,468.74,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,FM 105.1,La Rioja,DA 448-09,oct-16
2016_18910,1110.00,1343.10,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16252,GRUPO MC MEDIOS S.A.,FM 103.9 ARGENTINA,La Rioja,DA 448-09,oct-16
